topic,qos,tagMode,deviceId,field,dataType,monitoring
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-01-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-01-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-01-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-02-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-02-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-02-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-03-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-03-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-03-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-04-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-04-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-04-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-05-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-05-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-05-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-06-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-06-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-06-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-07-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-07-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-07-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-08-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-08-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-08-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-09-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-09-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-09-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-10-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-10-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-10-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-11-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-11-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-11-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-12-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-12-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-12-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-13-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-13-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-13-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-14-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-14-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-14-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-15-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-15-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-15-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-16-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-16-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-16-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-17-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-17-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-17-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-18-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-18-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-18-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay7/artifact,1,raw,LDR-GJ-O1B7-19-REGISTERED_PCD,raw_payload,STRING,true
