topic,qos,tagMode,deviceId,field,dataType,monitoring
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-16-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-16-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-16-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-17-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-17-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-17-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-18-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-18-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-18-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-19-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-19-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-19-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-20-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-20-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-20-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-21-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-21-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-21-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-22-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-22-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-22-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-23-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-23-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-23-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-24-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-24-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-24-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-25-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-25-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-25-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-26-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-26-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-26-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-27-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-27-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-27-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-28-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-28-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-28-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-29-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-29-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-29-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-30-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-30-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/assembly/assembly1/bay6/artifact,1,raw,LDR-GJ-A1B6-30-SEGMENTED_PCD,raw_payload,STRING,true
