topic,qos,tagMode,deviceId,field,dataType,monitoring
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-01-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-01-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-01-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-02-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-02-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-02-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-03-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-03-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-03-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-04-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-04-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-04-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-05-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-05-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay5/artifact,1,raw,LDR-GJ-O1B5-05-SEGMENTED_PCD,raw_payload,STRING,true
