topic,qos,tagMode,deviceId,field,dataType,monitoring
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-01-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-01-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-01-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-02-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-02-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-02-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-03-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-03-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-03-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-04-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-04-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-04-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-05-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-05-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-05-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-06-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-06-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-06-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-07-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-07-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-07-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-08-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-08-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-08-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-09-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-09-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-09-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-10-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-10-TRANSFORMATION_MATRIX,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-10-SEGMENTED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-11-REGISTERED_PCD,raw_payload,STRING,true
ot/pipeline/outfitting/outfitting1/bay2/artifact,1,raw,LDR-GJ-O1B2-11-TRANSFORMATION_MATRIX,raw_payload,STRING,true
